Malli;Numero;Kohteen osoite;Postinumero;Postitoimipaikka;Sijaintipaikan tyyppi;Sijaintipaikka;Aukioloaika;Aukioloaika (lis�tiedot);Koordinaatti LAT;Koordinaatti LON
O;05136;ISOKATU 6;67100;KOKKOLA;PANKIN KONTTORI;OP KOKKOLA;24 H AUKIOLO;;63.836478;23.131279
O;05154;KAUPPATORI 2;67100;KOKKOLA;LIIKEKIINTEIST�;MATKA-TEAM;24 H AUKIOLO;;63.839020;23.134900
O;03929;LAIVANVARUSTAJANKATU 1;67100;KOKKOLA;KAUPPAKESKUS;MINIMANI;24 H AUKIOLO;;63.836545;23.109484
EP;05627;PITK�NSILLANKATU 17;67100;KOKKOLA;KAUPPAKESKUS;KALLENTORI;LIIKETILAN AUKIOLO;;63.837803;23.139835
T;40107;RANTAKATU 2-4;67100;KOKKOLA;KAUPPAKESKUS;CHYDENIA;LIIKETILAN AUKIOLO;;63.835420;23.133230
O;04741;RAUTATIENKATU;67100;KOKKOLA;LIIKEKIINTEIST�;K-SUPERMARKET KOKKOLA;24 H AUKIOLO;;63.835180;23.136370
O;05094;KATARIINANKATU 29;67200;KOKKOLA;KAUPPA;SALE KOKKOLA LEENALA;24 H AUKIOLO;;63.844346;23.116820
P;05660;HEINOLANKAARI 9;67600;KOKKOLA;KAUPPAKESKUS;K-CITYMARKET KOKKOLA;24 H AUKIOLO;;63.827370;23.155840
O;05336;HEINOLANKAARI 1;67700;KOKKOLA;LIIKENNEPAIKKA;ABC KOKKOLA;24 H AUKIOLO;;63.827456;23.152425
P;05703;PRISMANTIE 1;67700;KOKKOLA;TAVARATALO;PRISMA KOKKOLA;24 H AUKIOLO;;63.831901;23.124389
O;04745;M�NTYN��D�NKATU 6;67800;KOKKOLA;KAUPPAKESKUS;KOIVUHAAN PALVELUKESKUS;24 H AUKIOLO;;63.826531;23.068275
O;04401;RAUMANKARINTIE 1;68100;HIMANKA;PANKIN KONTTORI;OP HIMANKA;24 H AUKIOLO;;64.061828;23.654056
O;04043;LOHTAJANTIE 6 B;68230;LOHTAJA;PANKIN KONTTORI;OP LOHTAJA;24 H AUKIOLO;;64.022951;23.507359
P;05863;K�LVI�NTIE 35;68300;K�LVI�;PANKIN KONTTORI;OP K�LVI�;24 H AUKIOLO;;63.860883;23.415021
O;04414;KRUUNUPYYNTIE 8;68500;KRUUNUPYY;PANKIN KONTTORI;OP KRUUNUPYY;24 H AUKIOLO;;63.728385;23.033784
O;04637;KAUPPATORI 2;68600;PIETARSAARI;PANKIN KONTTORI;OP PIETARSAARI;24 H AUKIOLO;;63.674280;22.702640
P;05911;KOULUKATU 4;68600;PIETARSAARI;TAVARATALO;PRISMA PIETARSAARI;24 H AUKIOLO;;63.678179;22.716765
T;40122;KOULUKATU 4;68600;PIETARSAARI;TAVARATALO;PRISMA PIETARSAARI;LIIKETILAN AUKIOLO;;63.678180;22.716760
O;04135;KOULUKATU 6;68600;PIETARSAARI;TAVARATALO;K-CITYMARKET PIETARSAARI;LIIKETILAN AUKIOLO;;63.677851;22.713490
O;05144;RAATIHUONEENKATU 6;68600;PIETARSAARI;KAUPPA;K-MARKET PIETARSAARI;24 H AUKIOLO;;63.674422;22.700997
O;04291;VAASANTIE 137;68600;PIETARSAARI;KAUPPA;K-SUPERMARKET JEPPIS;24 H AUKIOLO;;63.667090;22.704110
O;04961;ETEL�INEN TEERIJ�RVENTIE 13;68700;TEERIJ�RVI;PANKIN KONTTORI;OP TEERIJ�RVI;24 H AUKIOLO;;63.544704;23.511418
P;05861;MOTELLITIE 2;68870;EDSEV�;HUOLTOASEMA;NESTE EDSEV�;24 H AUKIOLO;;63.629697;22.842081
O;04943;ASEMATIE 4;69100;KANNUS;PANKIN KONTTORI;NORDEA KANNUS;24 H AUKIOLO;;63.899700;23.915510
O;03922;VALTAKATU 1;69100;KANNUS;PANKIN KONTTORI;OP KANNUS;24 H AUKIOLO;;63.902416;23.915335
O;04878;ULLAVANTIE 1;69300;TOHOLAMPI;PANKIN KONTTORI;OP TOHOLAMPI;24 H AUKIOLO;;63.773630;24.249730
P;05878;KAUSTINTIE 3;69600;KAUSTINEN;PANKIN KONTTORI;OP KAUSTINEN;24 H AUKIOLO;;63.547575;23.693372
P;05721;KIRKKOTANHUA 1;69700;VETELI;KAUPPA;M-MARKET PASSELI;24 H AUKIOLO;;63.479735;23.785715
O;03974;VEHMASSUONTIE 2;69950;PERHO;PANKIN KONTTORI;OP PERHO;24 H AUKIOLO;;63.212728;24.424745
O;03732;KAUPPAKATU 22;70100;KUOPIO;PANKIN KONTTORI;SP KUOPIO;24 H AUKIOLO;;62.891630;27.680239
EP;05454;PUIJONKATU 21;70100;KUOPIO;TAVARATALO;ANTTILA KUOPIO;LIIKETILAN AUKIOLO;;62.892330;27.679901
O;04257;PUIJONKATU 25;70100;KUOPIO;PANKIN KONTTORI;OP KUOPIO;24 H AUKIOLO;;62.893120;27.679680
O;05191;PUIJONKATU 25;70100;KUOPIO;PANKIN KONTTORI;OP KUOPIO;24 H AUKIOLO;;62.893120;27.679680
T;40042;PUIJONKATU 25;70100;KUOPIO;PANKIN KONTTORI;OP KUOPIO;ITSEPALVELUALUEEN AUKIOLO;ma-pe 7-21.30, la-su klo 7-20;62.893250;27.679560
O;04483;SATAMAKATU 36;70100;KUOPIO;KAUPPA;VALINTATALO SATAMAKATU;24 H AUKIOLO;;62.893617;27.692645
O;03893;AJURINKATU 18;70110;KUOPIO;TAVARATALO;CARLSON KUOPIO;24 H AUKIOLO;;62.891210;27.675820
O;03787;HAAPANIEMENKATU 24;70110;KUOPIO;KAUPPA;S-MARKET KUOPIO;LIIKETILAN AUKIOLO;;62.892681;27.676599
O;05070;HAAPANIEMENKATU 30;70110;KUOPIO;LIIKEKIINTEIST�;LIIKETILA;24 H AUKIOLO;;62.893350;27.676630
O;05069;NEULAM�ENTIE 8;70150;KUOPIO;LIIKEKIINTEIST�;NEULAM�KI;24 H AUKIOLO;;62.883580;27.614472
O;05044;MAILATIE 2;70200;KUOPIO;KIOSKI;R-KIOSKI PUIJONLAAKSO;24 H AUKIOLO;;62.902726;27.649197
EP;05639;PUIJONLAAKSONTIE 2;70210;KUOPIO;SAIRAALA;KYS/PUIJON SAIRAALA;LIIKETILAN AUKIOLO;;62.896890;27.651053
O;04062;P�IV�RANNANTIE 18;70420;KUOPIO;KAUPPA;K-CITYMARKET P�IV�RANTA;24 H AUKIOLO;;62.932281;27.677232
P;05716;KALEVALANKATU 23;70500;KUOPIO;PANKIN KONTTORI;POP M�NNIST�;24 H AUKIOLO;;62.900650;27.705230
O;04832;TEHDASKATU 19;70620;KUOPIO;KAUPPA;S-MARKET YKK�SRASTI;24 H AUKIOLO;;62.880926;27.667450
P;05764;SAVILAHDENTIE 10;70700;KUOPIO;KAUPPAKESKUS;PRISMA KUOPIO;24 H AUKIOLO;;62.887660;27.632620
T;40058;SAVILAHDENTIE 10;70700;KUOPIO;TAVARATALO;PRISMA KUOPIO;LIIKETILAN AUKIOLO;;62.887710;27.633230
T;40060;KOLMISOPENTIE 1;70780;KUOPIO;KAUPPAKESKUS;K-CITYMARKET KOLMISOPPI;LIIKETILAN AUKIOLO;;62.864450;27.612580
EP;05553;KOLMISOPENTIE 3;70780;KUOPIO;KAUPPAKESKUS;KOLMISOPPI, ETEL�INEN SIS��NK�YNTI;LIIKETILAN AUKIOLO;;62.865250;27.612430
O;03760;RAUHALAHDENTIE 1;70780;KUOPIO;HUOLTOASEMA;SHELL LEV�NEN;24 H AUKIOLO;;62.861881;27.620405
EP;05644;MATKUKSENTIE 60;70800;KUOPIO;KAUPPAKESKUS;MATKUS SHOPPING CENTER;LIIKETILAN AUKIOLO;;62.823180;27.605000
EP;05569;VITOSTIE 1771;70800;KUOPIO;LIIKENNEPAIKKA;ABC TERRA;LIIKETILAN AUKIOLO;;62.658620;27.602298
P;05712;JALKASENKATU 5;70820;KUOPIO;KAUPPA;K-SUPERMARKET PETONEN;24 H AUKIOLO;;62.839453;27.642183
O;05299;V�NRIKINTIE 2;70910;VUORELA;PANKIN KONTTORI;POP VUORELA;24 H AUKIOLO;;62.980693;27.702456
O;05230;KESKUSTIE 20;71160;RIISTAVESI;PANKIN KONTTORI;OP RIISTAVESI;24 H AUKIOLO;;62.913966;28.161135
O;05300;KESKITIE 26;71200;TUUSNIEMI;PANKIN KONTTORI;OP TUUSNIEMI;24 H AUKIOLO;;62.810580;28.491410
O;04801;VEHMERSALMENTIE 34;71310;VEHMERSALMI;PANKIN KONTTORI;OP VEHMERSALMI;24 H AUKIOLO;;62.775689;28.014337
O;04410;MAANINGANTIE 31;71750;MAANINKA;PANKIN KONTTORI;OP MAANINKA;24 H AUKIOLO;;63.154976;27.299394
T;40059;KUILUNTIE 4;71800;SIILINJ�RVI;KAUPPA;S-MARKET SIILINJ�RVI;LIIKETILAN AUKIOLO;;63.072910;27.660510
O;05301;KUILUNTIE 5;71800;SIILINJ�RVI;PANKIN KONTTORI;POP SIILINJ�RVI;24 H AUKIOLO;;63.073125;27.659056
O;03757;TORITIE 12;71800;SIILINJ�RVI;PANKIN KONTTORI;OP SIILINJ�RVI;24 H AUKIOLO;;63.074570;27.658630
O;04977;TORITIE 4;71800;SIILINJ�RVI;PANKIN KONTTORI;NORDEA SIILINJ�RVI;24 H AUKIOLO;;63.075780;27.661230
O;04979;KISSAKUUSENTIE 2;72100;KARTTULA;PANKIN KONTTORI;OP KARTTULA;24 H AUKIOLO;;62.894836;26.973011
O;04049;URHEILUTIE 1;72210;TERVO;PANKIN KONTTORI;OP TERVO;24 H AUKIOLO;;62.954450;26.752850
O;04313;KESKUSTIE 7;72300;VESANTO;PANKIN KONTTORI;OP VESANTO;24 H AUKIOLO;;62.930579;26.410338
O;04223;PUISTOTIE 26;72400;PIELAVESI;PANKIN KONTTORI;OP PIELAVESI;24 H AUKIOLO;;63.232350;26.756600
O;05302;�YR�P��NTIE 1;72600;KEITELE;PANKIN KONTTORI;OP KEITELE;24 H AUKIOLO;;63.179640;26.352420
O;04767;ASEMATIE 1;73100;LAPINLAHTI;KAUPPA;S-MARKET LAPINLAHTI;24 H AUKIOLO;;63.366370;27.391800
O;03897;LAPINLAHDENTIE 1;73200;VARPAISJ�RVI;PANKIN KONTTORI;OP VARPAISJ�RVI;24 H AUKIOLO;;63.359350;27.755850
O;05026;NILSI�NTIE 65;73300;NILSI�;PANKIN KONTTORI;OP NILSI�;24 H AUKIOLO;;63.203140;28.084800
O;04347;JUANKOSKENTIE 18;73500;JUANKOSKI;PANKIN KONTTORI;OP JUANKOSKI;24 H AUKIOLO;;63.066210;28.330930
O;03881;RANTATIE 1;73600;KAAVI;PANKIN KONTTORI;OP KAAVI;24 H AUKIOLO;;62.974758;28.481812
P;05893;SAVONTIE  17;73900;RAUTAVAARA;PANKIN KONTTORI;SP OPTIA;24 H AUKIOLO;;63.494550;28.297010
P;05720;MEIJERIKATU 3;74100;IISALMI;TAVARATALO;TOKMANNI IISALMI;24 H AUKIOLO;;63.563890;27.186560
T;40087;SATAMAKATU 10;74100;IISALMI;KAUPPA;K-SUPERMARKET TORIKULMA;LIIKETILAN AUKIOLO;;63.555810;27.189750
O;04798;SAVONKATU 15;74100;IISALMI;PANKIN KONTTORI;SP IISALMI;24 H AUKIOLO;;63.558540;27.188500
P;05726;PARKATINTIE 2;74120;IISALMI;TAVARATALO;PRISMA IISALMI;24 H AUKIOLO;;63.574470;27.178850
T;40077;PARKATINTIE 2;74120;IISALMI;TAVARATALO;PRISMA IISALMI;LIIKETILAN AUKIOLO;;63.574570;27.179320
O;05235;ETEL�NTIE 4;74130;IISALMI;TAVARATALO;K-CITYMARKET IISALMI;24 H AUKIOLO;;63.550879;27.213814
O;05304;PETTERINTIE 2;74200;VIEREM�;PANKIN KONTTORI;OP VIEREM�;24 H AUKIOLO;;63.742700;27.002160
O;03935;RUTAKONTIE 36;74300;SONKAJ�RVI;PANKIN KONTTORI;OP SONKAJ�RVI;24 H AUKIOLO;;63.668120;27.522960
O;04052;KALLENTIE 2;74340;SUKEVA;LIIKEKIINTEIST�;LIIKETILA;24 H AUKIOLO;;63.870770;27.432440
O;05305;TORIKATU 6;74700;KIURUVESI;PANKIN KONTTORI;OP KIURUVESI;24 H AUKIOLO;;63.653100;26.618570
O;04697;KIRKKOKATU 20;75500;NURMES;LIIKEKIINTEIST�;LIIKETILA;24 H AUKIOLO;;63.543010;29.137790
O;04616;POROKYL�NKATU 19;75530;NURMES;PANKIN KONTTORI;OP NURMES;24 H AUKIOLO;;63.556160;29.107030
T;40117;POROKYL�NKATU 19;75530;NURMES;PANKIN KONTTORI;OP NURMES;ITSEPALVELUALUEEN AUKIOLO;ma-su klo 5-23;63.556010;29.107460
O;04405;KESKUSKATU 38;75700;VALTIMO;PANKIN KONTTORI;OP VALTIMO;24 H AUKIOLO;;63.678459;28.815997
O;04785;KAAKINM�ENKATU 10;76100;PIEKS�M�KI;KIOSKI;KONTIOKESKUS;24 H AUKIOLO;;62.303170;27.171150
O;03827;KAUPPAKATU 2;76100;PIEKS�M�KI;PANKIN KONTTORI;OP PIEKS�M�KI;24 H AUKIOLO;;62.299937;27.160097
P;05677;KAUPPAKATU 3;76100;PIEKS�M�KI;KAUPPA;S-MARKET PIEKS�M�KI;24 H AUKIOLO;;62.299748;27.160621
O;04373;KESKUSKATU 37;76100;PIEKS�M�KI;KAUPPA;TOKMANNI PIEKS�M�KI;24 H AUKIOLO;;62.298600;27.149260
T;40108;KUKKARONIEMENTIE 3;76100;PIEKS�M�KI;TAVARATALO;K-CITYMARKET PIEKS�M�KI;LIIKETILAN AUKIOLO;;62.303040;27.164220
O;04263;SEUNALANTIE 2;76850;NAARAJ�RVI;KAUPPA;K-MARKET NEILIKKA;24 H AUKIOLO;;62.287679;27.080704
P;05829;VIRASTOTIE 2;77330;VIRTASALMI;LIIKEKIINTEIST�;LIIKETILA;ITSEPALVELUALUEEN AUKIOLO;;62.133930;27.464440
P;05707;KAUPPATIE 5;77570;J�PPIL�;LIIKEKIINTEIST�;LIIKETILA;ITSEPALVELUALUEEN AUKIOLO;;62.376400;27.437700
P;05679;RAUTALAMMINTIE 11;77600;SUONENJOKI;PANKIN KONTTORI;NORDEA SUONENJOKI;24 H AUKIOLO;;62.625910;27.120900
O;04780;RAUTALAMMINTIE 12;77600;SUONENJOKI;PANKIN KONTTORI;OP SUONENJOKI;24 H AUKIOLO;;62.625970;27.119022
O;03882;KUOPIONTIE 32;77700;RAUTALAMPI;PANKIN KONTTORI;OP RAUTALAMPI;24 H AUKIOLO;;62.622540;26.831610
O;05080;KAUPPAKATU 40;78200;VARKAUS;PANKIN KONTTORI;NORDEA VARKAUS;24 H AUKIOLO;;62.315960;27.872550
T;40073;KAUPPAKATU 54;78200;VARKAUS;PANKIN KONTTORI;OP VARKAUS;ITSEPALVELUALUEEN AUKIOLO;ma-su klo 6-23;62.317030;27.868310
O;04406;K�SITY�KATU 21;78200;VARKAUS;KAUPPAKESKUS;PRISMA VARKAUS;24 H AUKIOLO;;62.317170;27.856100
EP;05571;K�SITY�KATU 21;78200;VARKAUS;TAVARATALO;PRISMA VARKAUS;LIIKETILAN AUKIOLO;;62.317680;27.855600
O;04443;RELANDERINKATU 28;78200;VARKAUS;TAVARATALO;K-CITYMARKET VARKAUS;LIIKETILAN AUKIOLO;;62.314179;27.871186
EP;05572;KIERTOTIE 2;78210;VARKAUS;HUOLTOASEMA;NESTE WARKAUDENPORTTI;LIIKETILAN AUKIOLO;;62.332360;27.830130
O;04948;AHLSTR�MINKATU 20;78250;VARKAUS;LIIKEKIINTEIST�;P�IVI�SAARI;24 H AUKIOLO;;62.314747;27.893441
O;05143;SAVONTIE 42;78300;VARKAUS;KAUPPA;SIWA VARKAUS;24 H AUKIOLO;;62.327431;27.890592
O;04784;KIEVARINKATU 1;79100;LEPP�VIRTA;PANKIN KONTTORI;OP LEPP�VIRTA;24 H AUKIOLO;;62.490930;27.792300
P;05698;SAVONKATU 43;79100;LEPP�VIRTA;PANKIN KONTTORI;NORDEA LEPP�VIRTA;24 H AUKIOLO;;62.491610;27.788510
T;40074;SAVONKATU 43;79100;LEPP�VIRTA;KAUPPA;S-MARKET LEPP�VIRTA;LIIKETILAN AUKIOLO;;62.491490;27.788640
O;03724;MUTALANTIE 1;79600;JOROINEN;PANKIN KONTTORI;OMA SP JOROINEN;24 H AUKIOLO;;62.179380;27.826810
O;04219;SUOJALANTIE 2;79700;HEIN�VESI;KAUPPA;S-MARKET HEIN�VESI;24 H AUKIOLO;;62.425610;28.630130
O;05055;KAUPPAKATU 16;80100;JOENSUU;TAVARATALO;K-CITYMARKET JOENSUU;24 H AUKIOLO;;62.598140;29.758670
O;05060;KAUPPAKATU 30;80100;JOENSUU;TAVARATALO;ANTTILA JOENSUU;24 H AUKIOLO;;62.602910;29.763100
O;05173;KOSKIKATU 5;80100;JOENSUU;LIIKEKIINTEIST�;CARELICUM;24 H AUKIOLO;;62.599872;29.761512
EP;05612;SILTAKATU 10;80100;JOENSUU;KAUPPAKESKUS;ISO MYY;LIIKETILAN AUKIOLO;;62.601520;29.762790
O;05125;SUVANTOKATU 21;80100;JOENSUU;KAUPPA;VALINTATALO SUVANTOKATU;24 H AUKIOLO;;62.600052;29.752678
T;40029;TORIKATU 25;80100;JOENSUU;KAUPPAKESKUS;ISOMYY/LIUKUPORT.ALLA,NISKAKADUN PUOLI;LIIKETILAN AUKIOLO;;62.601774;29.763915
O;04684;TORIKATU 31;80100;JOENSUU;KAUPPA;K-SUPERMARKET METROPOL;24 H AUKIOLO;;62.603432;29.765422
EP;05651;VOIMATIE 2;80100;JOENSUU;TAVARATALO;PRISMA JOENSUU;LIIKETILAN AUKIOLO;;62.616990;29.778210
EP;05652;VOIMATIE 2;80100;JOENSUU;TAVARATALO;PRISMA JOENSUU;LIIKETILAN AUKIOLO;;62.616980;29.778240
T;40032;VOIMATIE 2;80100;JOENSUU;TAVARATALO;PRISMA JOENSUU / P��K�YT�V�;LIIKETILAN AUKIOLO;;62.616930;29.778590
O;04319;LINJATIE 2;80140;JOENSUU;TAVARATALO;K-CITYMARKET PILKKO;24 H AUKIOLO;;62.629040;29.704350
O;05059;NOLJAKANKAARI 1;80140;JOENSUU;KAUPPAKESKUS;NOLJAKAN OSTOSKESKUS;24 H AUKIOLO;;62.625370;29.693960
O;04261;PURONSUUNKATU 1 A;80160;JOENSUU;LIIKEKIINTEIST�;RANTAKYL�;24 H AUKIOLO;;62.614610;29.813730
O;04628;PURONSUUNKATU 1 A;80160;JOENSUU;LIIKEKIINTEIST�;RANTAKYL�;24 H AUKIOLO;;62.614610;29.813710
O;04208;LASINPUHALTAJANTIE 1;80170;JOENSUU;KAUPPA;S-MARKET UTRA;24 H AUKIOLO;;62.619179;29.857831
O;04662;SUVIKATU 18;80200;JOENSUU;KAUPPA;S-MARKET NIINIVAARA;24 H AUKIOLO;;62.589634;29.789706
O;05190;NIINIVAARANTIE 74;80230;JOENSUU;KAUPPA;K-SUPERMARKET EV�SKONTTI;24 H AUKIOLO;;62.585117;29.794089
O;05223;KETTUVAARANTIE 32;80260;JOENSUU;KAUPPA;K-MARKET POHJANNEITO;24 H AUKIOLO;;62.602930;29.803260
EP;05513;YL�MYLLYNTIE 77;80400;YL�MYLLY;HUOLTOASEMA;SHELL YL�MYLLY;LIIKETILAN AUKIOLO;;62.613909;29.542487
O;05029;RUOTTISENAHONKATU 17;80710;LEHMO;LIIKEKIINTEIST�;LEHMON LIIKEKESKUS;24 H AUKIOLO;;62.666764;29.796086
P;05887;KESKUSKATU 14;81100;KONTIOLAHTI;PANKIN KONTTORI;OP KONTIOLAHTI;24 H AUKIOLO;;62.766143;29.847508
O;04087;NISKANTIE 19;81200;ENO;PANKIN KONTTORI;OP ENO;24 H AUKIOLO;;62.799110;30.157610
O;03742;HARJUNRAITTI 17;81280;UIMAHARJU;PANKIN KONTTORI;OP UIMAHARJU;24 H AUKIOLO;;62.913460;30.253390
T;40088;PIELISENTIE 23-25;81700;LIEKSA;KAUPPA;S-MARKET LIEKSA;LIIKETILAN AUKIOLO;;63.318420;30.027080
O;04844;PIELISENTIE 34;81700;LIEKSA;TAVARATALO;K-CITYMARKET LIEKSA;24 H AUKIOLO;;63.319088;30.023270
O;04688;PIELISENTIE 9;81700;LIEKSA;PANKIN KONTTORI;OP LIEKSA;24 H AUKIOLO;;63.316503;30.031732
P;05729;JOENSUUV�YL� 911;82110;HEIN�VAARA;KAUPPA;K-MARJUSKA HEIN�VAARA;24 H AUKIOLO;;62.558552;30.175214
O;04666;LASTAUSTIE 1;82200;HAMMASLAHTI;PANKIN KONTTORI;OP PYH�SELK�;24 H AUKIOLO;;62.432550;29.969950
O;04283;KINNULANTIE 3;82300;R��KKYL�;PANKIN KONTTORI;OP R��KKYL�;24 H AUKIOLO;;62.313453;29.625201
O;04690;KITEENTIE 13;82500;KITEE;PANKIN KONTTORI;NORDEA KITEE;24 H AUKIOLO;;62.097570;30.141340
O;03739;KITEENTIE 3;82500;KITEE;PANKIN KONTTORI;OP KITEE;24 H AUKIOLO;;62.096780;30.144580
T;40084;KITEENTIE 6;82500;KITEE;KAUPPAKESKUS;KUPIAINEN;LIIKETILAN AUKIOLO;;62.097040;30.142860
O;04332;KAUPPAKATU 4;82600;TOHMAJ�RVI;PANKIN KONTTORI;OP TOHMAJ�RVI;24 H AUKIOLO;;62.224570;30.330230
O;04160;REKIJOENTIE 3;82730;TUUPOVAARA;PANKIN KONTTORI;OP TUUPOVAARA;24 H AUKIOLO;;62.484980;30.617830
O;05066;MANTSINTIE 5;82900;ILOMANTSI;PANKIN KONTTORI;OP ILOMANTSI;24 H AUKIOLO;;62.671570;30.931930
O;04072;KESKUSTIE 3;83100;LIPERI;PANKIN KONTTORI;OP LIPERI;24 H AUKIOLO;;62.530850;29.385680
